"","fno","country","year","season","lat","long","pc","cem","ast","nplsqm","ccd","vartype","fym","n","p","k","mf","wcp","iu","hu","fu","cs","ldg","yield","dscum","wecum","ntmax","npmax","nltmax","nlhmax","waa","wba","dhx","whx","ssx","wma","lfa","lma","rha","thrx","pmx","defa","bphx","wbpx","awx","rbx","rbbx","glhx","stbx","rbpx","hbx","bbx","blba","lba","bsa","blsa","nbsa","rsa","lsa","shbx","shrx","srx","fsmx","nbx","dpx","rtdx","rsdx","gsdx","rtx"
"304","304","IND","2011","DS",11.4537,76.9385,1,"1","28",NA,121,2,0,100,50,50,200,"1",0,0,0,"4",0,5.8,"0","0",26.8,22.9,4.5,4.5,100,100,0.42,2.44,0,0,94.77,0,0,0,0,0,18,61,0,6,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0
"305","305","IND","2011","DS",11.4647,76.9465,0,"1","25",NA,129,2,0,100,75,60,235,"1",0,0,0,"3",0,0.04,"1","0",17.4,14.3,4.7,4.7,0,0,3.16,17.39,0,0,853.12,0,0,0,0,11.25,71,11,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0
"306","306","VNM","2011","WS",9.7637,105.5196,1,"2","0",NA,91,2,0,NA,NA,NA,NA,"2",2,1,4,"3",5,4.75,"1","0",14.1,13.6,4,4,400,0,0,2.67,0,39.64,18.03,0,0,0,0,0,2,0,6,0,0,0,0,NA,0,0,12.15,265.31,206.94,0,73.63,12.96,0,0,1.25,0,0,0,35.45,0,0,0,0
"307","307","VNM","2011","WS",9.7606,105.5505,1,"2","0",NA,93,2,0,NA,NA,NA,NA,"2",5,1,7,"4",0,5.19,"1","0",14.6,14,4,4,625,0,0,0.63,0,72.32,71.5,0,0,0,0,0,13,1,12,0,0,8,0,NA,0,0,50.8,74.92,252.92,0,97.93,104.34,0,0,0,0,0,0,27.47,0,0,0,0
"308","308","VNM","2011","WS",9.7954,105.5122,1,"2","0",NA,95,2,0,NA,NA,NA,NA,"2",2,1,5,"3",15,4.98,"0","0",14.3,13.9,4,4,233.33,0,0,0,0,23.57,116,0,0,0,0,0,6,3,6,0,0,2,0,NA,0,0,28.66,120.52,424.59,0,60.5,21.09,29.6,1.92,0,0,0,0,52.84,0,0,0,0
"309","309","VNM","2011","WS",9.7868,105.5261,1,"2","0",NA,91,2,0,NA,NA,NA,NA,"1",3,0,7,"3",0,4.99,"0","0",14,13.2,4,4,533.33,0,0,1.44,0,49.71,360.86,0,0,0,0,108.46,4,0,6,0,0,0,0,NA,0,0,21.58,310.83,263.86,0,41.76,71.97,0,1.96,0,0,0,0,39.09,0,0,0,0
"310","310","VNM","2011","WS",10.0424,105.8406,1,"2","0",NA,89,2,0,NA,NA,NA,NA,"2",2,1,6,"4",0,5.97,"1","0",8.6,8.4,3.8,3.8,275,0,1.43,1.67,0,54.64,223.75,0,0,0,0,133.66,37,1,1,3,0,0,0,NA,0,0,115.28,306.68,1087.74,0,119.44,0,0,3,1.43,0,1.25,2.67,34.08,0,0,0,0
"311","311","VNM","2011","WS",10.0421,105.8444,1,"2","0",NA,88,2,0,NA,NA,NA,NA,"2",3,1,4,"4",0,6.18,"2","0",8.5,8.5,3.7,3.7,116.67,0,1.11,1.82,11.25,126.56,297.17,0,0,0,0,82.29,42,1,1,0,0,0,0,NA,0,0,232.64,641.11,1380.79,0,107.6,0,0,9.03,1.25,0,1,4.5,32.51,0,2,0,0
"312","312","VNM","2011","WS",10.0387,105.8901,1,"2","0",NA,99,2,0,NA,NA,NA,NA,"2",4,1,3,"3",0,5.75,"2","0",8.7,7.6,3.7,3.7,41.67,0,0,2.36,0,96.43,283.3,0,0,0,0,114.11,54,1,0,3,0,1,0,NA,0,0,448.41,897.94,1500.89,0,208.82,0,0,4.29,0,0,0,2.5,52.1,0,0,0,0
"313","313","VNM","2011","WS",10.0565,105.8943,1,"2","0",NA,97,2,0,NA,NA,NA,NA,"2",5,2,2,"4",0,6.06,"2","0",8.2,8.2,3.8,3.8,191.67,0,0,0,1.43,98.04,389.72,0,0,0,0,208.69,53,0,0,1,0,1,0,NA,0,0,526.61,467.78,1443.37,0,124.93,0,0,8.75,0,0,0,3.5,38.13,0,2,0,0
"314","314","VNM","2011","WS",10.2307,108.6767,1,"2","0",NA,90,2,0,NA,NA,NA,NA,"2",3,2,5,"4",0,4.7,"2","0",10.1,9.4,4,4,308.33,225,0,0,0,0,0,0,0,0,0,0,134,3,0,1,0,0,0,NA,0,0,0,0,2092.44,0,0,0,0,11.05,0,0,0,19.65,84.75,6,8,0,0
"315","315","VNM","2011","WS",10.0622,105.6893,1,"2","0",NA,89,2,0,NA,NA,NA,NA,"2",5,1,7,"4",0,5.57,"2","0",9.8,9.8,4,4,0,0,3.22,0,0,0,16.67,0,0,0,0,0,49,9,0,3,0,2,0,NA,0,0,53.18,0,1168.67,0,0,0,0,8.5,0,0,0,2.11,92.36,8,16,0,0
"316","316","VNM","2011","WS",10.173,105.5109,1,"2","0",NA,92,2,0,NA,NA,NA,NA,"2",3,1,7,"4",0,5.2,"2","0",10.2,10.2,4,4,0,0,0,0,0,168.75,160,0,0,0,0,0,36,113,0,0,0,0,0,NA,0,0,6.94,31.94,952.82,0,0,0,0,33.61,0,0,0,0,74.17,6,14,0,0
"317","317","VNM","2011","WS",10.1676,105.5135,1,"2","0",NA,92,2,0,NA,NA,NA,NA,"2",4,2,5,"4",1,4.33,"2","0",10,10,4,4,308.33,0,0,1,0,112.5,75.85,0,0,0,0,0,93,36,0,6,0,0,0,NA,0,0,0,8.33,1060.11,0,0,0,0,22.84,0,0,0,0,61.75,6,6,0,0
"318","318","VNM","2011","WS",10.1961,105.5611,1,"2","0",NA,91,2,0,NA,NA,NA,NA,"2",6,1,7,"4",0,7.24,"2","0",9.9,9.9,4,4,0,0,3.08,0,0,44.38,36.56,0,0,0,0,0,7,0,0,4,0,0,0,NA,0,0,41.67,214.38,132.69,0,0,0,0,2,0,0,0,43.7,73.16,8,20,0,0
"319","319","VNM","2011","WS",10.1905,105.5206,1,"2","0",NA,92,2,0,NA,NA,NA,NA,"2",3,1,4,"4",0,6.36,"1","0",10.2,10,4,4,350,0,2.83,2,0,0,114.86,0,0,0,0,0,54,119,0,9,0,0,0,NA,0,0,129.17,92.81,486.74,0,0,8.33,0,4,0,0,0,35.5,71.42,8,18,0,0
"320","320","VNM","2011","WS",10.2128,105.568,1,"2","0",NA,92,2,0,NA,NA,NA,NA,"2",3,1,5,"4",0,5.48,"1","0",9.9,9.9,4,4,0,0,2.11,0,0,9.38,233.02,0,0,0,0,0,47,0,0,4,0,0,0,NA,0,0,25.69,105.77,329.54,0,0,0,0,8.48,0,0,0,0,73.59,6,10,0,0
"321","321","IDN","2012","DS",-6.8125,107.2736,1,"1","17",NA,94,2,0,135,45,45,225,"1",1,0,0,"4",0,6.73,"1","0",28.1,14.7,5,5,0,66.67,0,46.89,0,28.04,103.27,0,0,0,0,0,4,0,0,0,0,3,0,NA,0,0,195.1,58.44,52.27,156.05,0,0,0,1.67,4.78,2.56,0.5,1.42,0,0,0,0,0
"322","322","IDN","2012","DS",-6.8131,107.2733,1,"1","17",NA,92,2,0,180,45,45,270,"1",0,0,0,"4",0,6.4,"1","0",31.5,16.2,4.8,4.8,0,66.67,0,55.38,0,34.74,105.04,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,218.26,133.82,54.44,271.69,0,0,0,0.69,2.28,3.73,1.67,2,0,0,0,0,0
"323","323","IDN","2012","DS",-6.8139,107.2733,1,"1","0",NA,93,2,0,135,45,45,225,"1",1,0,0,"4",0,6.93,"1","0",29,19.2,4.9,4.9,0,66.67,0,34.74,0,32.29,109.34,0,0,0,0,0,2,0,0,0,0,15,0,NA,0,0,305.83,158,301.12,0,0,0,0,2.05,2.95,0,3.57,0,0,0,0,0,0
"324","324","IDN","2012","DS",-6.8047,107.2606,0,"1","20",NA,99,2,0,120,120,120,360,"1",0,0,0,"4",0,6.33,"1","0",29,18.2,5,5,0,66.67,0,43.69,0,79.03,41.88,0,0,0,0,0,10,0,0,0,0,15,0,NA,0,0,266.81,78.21,44.97,134.71,0,0,0,3.93,0.73,5.65,0,0.48,0,0,0,0,0
"325","325","IDN","2012","DS",-6.8069,107.2569,1,"1","20",NA,93,2,0,225,150,90,465,"1",0,0,0,"4",0,5.8,"1","0",27.3,20.3,4.9,4.9,0,108.33,0,45.77,0,16.82,146.88,0,0,0,0,3.91,5,0,0,0,0,0,0,NA,0,0,231.11,53.65,74.63,33.18,0,0,0,2.29,2.76,0,0,1.58,0,0,0,0,0
"326","326","IDN","2012","DS",-6.7658,106.7692,1,"1","0",NA,109,1,1,280.8,51.3,51.3,383.4,"1",0,0,0,"4",0,6.67,"1","0",20.4,9.4,4.8,4.8,0,108.33,0,0,0,64.45,229.52,0,0,0,0,0,11,0,0,0,0,0,12,NA,0,0,391.27,41.17,43.13,27.6,0,0,0,13.22,0,0,0,0,0,0,0,0,0
"327","327","IDN","2012","DS",-6.7644,106.7683,1,"1","0",NA,90,2,0,61.5,11.5,7.5,80.5,"1",0,0,0,"4",0,6.67,"1","0",25.4,9.4,5,5,0,66.67,0,0,0,203.37,24.11,0,0,0,0,0,3,0,0,2,0,0,0,NA,0,0,314.35,59.57,17.49,2.58,6,0,0,7.76,15.56,2.77,0,0,0,0,0,0,0
"328","328","IDN","2012","DS",-6.7569,106.7692,1,"1","17",NA,111,2,0,187.2,34.2,34.2,255.6,"1",0,0,0,"4",0,5.47,"1","0",13.5,9.6,4.8,4.8,0,66.67,0,0,0,398.03,94.89,0,0,0,0,0,4,0,0,0,0,0,0,NA,0,0,368.92,94.04,49.39,12.5,0,0,0,13.01,0,0,0,0,0,0,0,0,0
"329","329","IDN","2012","DS",-6.7664,106.7828,1,"1","0",NA,96,2,0,135,36,0,171,"1",0,0,0,"3",0,5.93,"2","0",19.4,12.1,4.2,4.2,0,300,0,0,0,224.31,22.54,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,728.55,57.38,100.41,159.68,0,0,0,15.62,1.25,0,0,12.11,0,0,0,0,0
"330","330","IDN","2012","DS",-6.7658,106.7825,1,"1","0",NA,94,2,0,74.7,31.2,0,105.9,"1",1,0,0,"3",0,6.13,"2","0",21.4,10.7,3.9,3.9,0,300,0,10.87,0,203.01,284.71,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,471.88,64.26,35.56,106.2,0,0,0,21.07,0,0,0,31.99,0,0,0,0,0
"331","331","IDN","2012","DS",-6.2856,107.2956,1,"1","22",NA,89,2,0,165,30,30,225,"1",3,0,1,"3",0,4.33,"1","0",25.6,14.8,4.5,4.5,0,0,9.15,44.54,7.51,492.83,176.32,0,0,0,0,88.94,1,0,0,2,0,1,12,NA,0,0,812.79,13.39,4.17,0,228.5,0,0,2.98,0,0.45,1.67,1.67,0,0,0,0,0
"332","332","IDN","2012","DS",-6.2871,107.2968,1,"1","22",NA,85,2,0,131.25,18.75,18.75,168.75,"1",5,0,0,"2",0,3.47,"1","0",21.6,14.8,4,4,0,0,29.64,48.43,2.63,142.98,59.28,0,0,0,0,98.02,0,0,0,7,0,15,37,NA,0,0,523.21,305.91,52.04,0,321.08,0,0,4.54,0,0,0,0,0,0,0,0,0
"333","333","IDN","2012","DS",-6.2863,107.2859,1,"1","22",NA,80,2,0,150,37.5,37.5,225,"1",4,0,0,"3",0,4.13,"0","0",19.9,14.3,4,4,0,0,26.7,44.77,6.78,6.88,125.83,0,0,0,0,0,0,1,0,0,0,15,52,NA,0,0,608.74,0,0,0,231.26,0,0,4.88,0,0,2.61,0.56,0,0,0,0,0
"334","334","IDN","2012","DS",-6.2908,107.2973,1,"1","25",NA,74,2,0,82.5,15,35,132.5,"1",3,0,0,"2",0,2.96,"1","0",22.5,16.5,4.5,4.5,0,0,23.71,59.61,0,42.01,144.66,0,0,0,0,0,0,0,0,0,0,8,16,NA,0,0,475.56,0,0,0,506.14,0,0,0,0,0,0.56,0,0,0,0,0,7.56
"335","335","IDN","2012","DS",-6.288,107.2973,1,"1","25",NA,74,2,0,82.5,15,35,132.5,"1",3,0,0,"4",0,3.2,"1","0",25.8,18.5,4.4,4.4,0,533.33,10.97,37.43,0.43,412.5,46.56,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,206.25,0,0,0,162.35,0,0,0.67,0,0.77,0,0,0,0,0,0,3.93
"336","336","IDN","2012","DS",-6.6198,106.6464,1,"1","25",NA,94,2,0,45,45,45,135,"1",4,0,0,"4",0,7,"0","0",26.5,14.7,5,5,0,200,0,46.89,1.3,111.11,36.82,0,0,0,0,123.98,4,0,1,0,0,3,7,NA,0,0,225.36,56.38,78.59,173.39,38.34,0,0,1.67,4.78,2.56,0.5,1.42,0,0,0,0,0
"337","337","IDN","2012","DS",-6.6164,106.6491,1,"1","27",NA,98,2,0,120,30,30,180,"1",1,0,0,"4",0,7.5,"1","0",20.7,18.4,4.4,4.4,0,41.67,9.15,0,0,392.67,142.94,0,0,0,0,0,2,0,1,0,0,0,1,NA,0,0,332.89,4.88,0,0,302.27,0,0,3.33,0,0,0,0,0,0,0,0,0
"338","338","IDN","2012","DS",-7.117,106.6481,1,"1","25",NA,100,2,0,150,48,12,210,"1",2,0,0,"4",0,7.6,"0","0",22.1,19.1,3.4,3.4,0,216.67,0,6.87,1.3,87.01,55.89,0,0,0,0,0,3,0,0,0,0,1,11,NA,0,0,343.91,0,9.8,623.73,321.79,0,0,3.68,1.11,1.18,0,0,0,0,0,0,0
"339","339","IDN","2012","DS",-6.6049,106.5723,1,"1","25",NA,99,2,0,135,36,0,171,"1",3,0,0,"4",0,6.17,"1","0",18.6,16.2,4.3,4.3,0,483.33,0,0,0,60.58,54.13,0,0,0,0,0,3,0,0,1,0,2,20,NA,0,0,777.68,0,20.19,0,139.71,0,0,0.56,0,0,0,0,0,0,0,0,0
"340","340","IDN","2012","DS",-6.6192,106.9809,1,"1","25",NA,94,2,0,90,36,60,186,"1",4,0,0,"4",0,7.8,"2","0",22.1,18.5,4.5,4.5,208.33,225,0,5.19,0,116.69,124.57,0,0,0,0,0,1,0,0,0,0,1,24,NA,0,0,190.36,0,102.84,0,322.92,0,0,3.28,0,0,2,0,0,0,0,0,0
"341","341","IND","2012","DS",11.471,77.3147,1,"1","28",NA,111,2,0,45,45,57.5,147.5,"1",2,0,2,"4",0,4.94,"1","0",28.9,24.2,4.7,4.7,350,225,2.65,2.07,0,19.92,204.59,0,0,0,0,0,10,4,0,2,0,0,0,NA,0,0,189.6,0,0,0,0,0,0,6.89,0,0,0,0,0,0,0,0,0
"342","342","IND","2012","DS",10.5495,76.9585,1,"1","30",NA,113,2,0,130,75,75,280,"1",1,0,1,"4",10,4.4,"1","0",28.5,23.7,4.8,4.8,0,125,5.95,5.92,0,59.18,44.64,0,0,0,0,0,15,0,0,0,0,0,0,NA,0,0,830.86,0,0,0,0,0,0,10.59,0,0,0,0,0,0,0,0,4.75
"343","343","IND","2012","DS",10.5386,76.9488,1,"1","28",NA,114,2,0,41,46,0,87,"1",2,0,2,"4",10,4.93,"1","0",29.9,22.7,4.8,4.8,0,350,0,2.26,0,0,65.9,0,0,0,0,0,19,13,0,12,0,0,0,NA,0,0,665.66,0,0,0,0,0,0,24.47,0,0,0,0,0,0,0,0,0
"344","344","IND","2012","DS",10.5699,76.9393,1,"1","30",NA,110,2,0,15,23,0,38,"1",1,0,0,"4",0,4.73,"0","0",26.6,23.4,4.6,4.6,0,350,1.32,1.26,0,0,80.7,0,0,0,0,0,38,10,0,4,0,0,0,NA,0,0,619.35,0,0,0,0,0,0,33.56,0,0,0,0,0,0,0,0,0
"345","345","IND","2012","DS",10.539,76.9405,1,"1","30",NA,110,2,0,32,23,0,55,"1",2,0,2,"4",0,4.9,"0","0",24.8,21.5,4.5,4.5,125,350,0,0,0,0,220.83,0,0,0,0,0,8,3,0,0,0,0,0,NA,0,0,1014.43,0,0,0,0,0,0,31.72,0,0,0,0,0,0,0,0,0
"346","346","IND","2012","DS",10.5164,76.949,1,"1","28",NA,104,2,0,77.5,25,60,162.5,"1",1,0,2,"4",0,4.97,"1","0",17.6,14.3,4.7,4.7,0,350,0,0,0,0,934.38,0,0,0,0,9.47,71,11,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,22.42,0,0,13.67,0,0,0,0,0,0
"347","347","IND","2012","DS",10.5252,76.9418,1,"1","30",NA,99,2,0,155,50,60,265,"1",2,0,1,"4",0,4.6,"2","0",17.7,15.1,5,5,350,350,0,0,0,729.23,180.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,50.75,0,0,0,0,0,0,0,0,0
"348","348","IND","2012","DS",10.509,76.8885,1,"1","28",NA,105,2,0,155,50,60,265,"1",3,0,1,"4",0,4.6,"0","0",14.9,12,4.9,4.9,0,225,0,0,0,328.35,61.29,0,0,0,0,0,53,0,0,0,0,2,0,NA,0,0,637.91,0,0,0,0,0,0,48.02,0,0,0,0,0,0,0,0,0
"349","349","IND","2012","DS",10.5228,76.9396,1,"1","28",NA,108,2,0,155,50,0,205,"1",2,0,2,"3",10,3.57,"2","0",16.7,13.9,5,5,225,350,0,3.23,0,0,55.79,0,0,0,0,0,12,0,0,0,0,4,0,NA,0,0,649.51,0,0,0,0,0,0,66.22,0,0,0,0,0,0,0,0,0
"350","350","IND","2012","DS",10.5132,76.9534,1,"1","30",NA,100,2,0,155,50,0,205,"1",3,0,0,"4",0,4.97,"0","0",20.2,17.6,4.9,4.9,350,350,0,3.49,0,394.03,85.19,0,0,0,0,0,28,14,0,0,0,3,0,NA,0,0,536.75,0,0,0,0,0,0,38.78,0,0,0,0,0,0,0,0,0
"351","351","IND","2012","DS",10.506,76.9537,1,"1","28",NA,105,2,0,155,50,0,205,"1",2,0,2,"4",0,4.17,"1","0",18.3,15.2,5,5,0,125,0,0,0,0,532.44,0,0,0,0,0,12,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,40.22,0,0,0,0,0,0,0,0,0
"352","352","IND","2012","DS",10.5745,76.9472,1,"1","28",NA,110,2,0,155,50,0,205,"1",3,0,1,"3",0,4.07,"1","0",16.1,13.4,5,5,350,350,0,0,0,0,1080.77,0,0,0,0,0,29,7,0,0,0,5,0,NA,0,0,464.71,0,0,0,0,0,0,61.6,0,0,0,0,0,0,0,0,0
"353","353","IND","2012","DS",10.5159,76.9596,1,"1","25",NA,107,2,0,155,50,60,265,"1",3,0,0,"4",0,4.53,"2","0",20.6,17.5,5,5,125,125,0,5.97,0,0,330.33,0,0,0,0,0,9,5,0,0,0,3,0,NA,0,0,533.67,0,0,0,0,0,0,46.14,0,0,0,0,0,0,0,0,0
"354","354","IND","2012","DS",10.5747,76.947,1,"1","28",NA,110,2,0,155,50,0,205,"1",2,0,1,"4",0,4.47,"1","0",23.1,20.2,5,5,225,350,0,2.59,0,0,1118.22,0,0,0,0,0,48,8,0,0,0,3,0,NA,0,0,512.91,0,0,0,0,0,0,49.85,0,0,8.56,0,0,0,0,0,0
"355","355","IND","2012","DS",10.5472,76.9451,1,"1","28",NA,117,2,0,212.5,50,60,322.5,"1",3,0,0,"4",0,4.37,"1","0",17.6,14.7,5,5,350,350,0,4.11,0,0,456,0,0,0,0,0,44,0,0,0,0,3,0,NA,0,0,464.57,0,0,0,0,0,0,36.31,0,0,0,0,0,0,0,0,0
"356","356","IND","2012","DS",10.57,76.9397,1,"1","30",NA,100,2,0,240.5,85,60,385.5,"1",2,0,1,"4",0,4.73,"1","0",17.2,14.2,5.1,5.1,350,350,0,5.8,0,0,464.41,0,0,0,0,0,71,5,0,3,0,2,0,NA,0,0,469.29,0,0,0,0,0,0,48.36,0,0,0,0,0,0,0,0,0
"357","357","IND","2012","DS",10.5697,76.9385,1,"1","28",NA,101,2,0,152,75,96,323,"1",3,0,0,"4",10,4.1,"1","0",21.1,18,5,5,0,0,0,0,0,0,171.95,0,0,0,0,0,100,22,0,3,0,3,0,NA,0,0,0,0,0,0,0,0,0,72.01,0,0,0,0,0,0,0,0,1.96
"358","358","IND","2012","DS",10.5252,76.9465,1,"1","28",NA,107,2,0,155,50,60,265,"1",3,0,3,"4",10,4.15,"1","0",23.9,20.3,5,5,0,0,0,0,0,578.16,0,0,0,0,0,0,109,8,0,0,0,4,0,NA,0,0,250.09,0,0,0,0,0,0,57.82,0,0,0,0,0,0,0,0,0
"359","359","IND","2012","DS",10.5731,76.9452,1,"1","28",NA,105,2,0,155,50,60,265,"1",4,0,2,"4",10,4.33,"0","0",17,13.6,5,5,350,350,0,0,0,0,882.45,0,0,0,0,0,94,9,0,0,0,3,0,NA,0,0,399.59,0,0,0,0,0,0,68.14,0,0,0,0,0,0,0,0,0
"360","360","IND","2012","DS",10.5482,76.9465,1,"1","30",NA,109,2,0,145,38,0,183,"1",3,0,1,"4",0,3.7,"1","0",19.9,16.8,5,5,0,0,0,7.67,0,0,489.17,0,0,0,0,0,387,0,0,0,0,0,0,NA,0,0,326.53,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0
"361","361","THA","2012","WS",14.6466,100.1131,1,"2","0",NA,139,2,0,96.25,38.75,18.75,153.75,"2",2,2,1,"5",20,4.04,"2","0",9.3,8.8,5.1,5.1,0,150,0,1.11,0,32.92,166.96,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1080.15,8.18,853.6,1450.29,0,43.15,0,0,13.71,0,0,0,0,0,0,0,1.25
"362","362","THA","2012","WS",14.6461,100.1054,1,"2","0",NA,48,2,0,120.12,35.88,35.88,191.88,"2",4,2,4,"5",25,5.2,"0","0",9.8,7.8,4.4,4.4,0,41.67,0,1.43,0,93.9,145.86,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,185.35,38.83,839.62,1620.55,0,108.73,15,0,21.74,0,0,0,0,0,0,0,0
"363","363","THA","2012","WS",14.6384,100.1103,1,"2","0",NA,114,2,0,96.25,31.25,25,152.5,"2",2,2,2,"2",0,4.39,"1","0",9.3,4.8,4.8,4.8,225,225,2.11,0,2.43,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2582.89,0,1635.55,1425.4,1666.67,8.18,0,0,0,0,4,0,0,0,0,0,0
"364","364","THA","2012","WS",14.65,100.1266,1,"2","0",NA,102,2,0,72.38,23.5,18.8,114.68,"2",3,2,1,"3",1,4.8,"1","0",9.1,8.1,4.9,4.9,150,225,0,0,5.58,288.8,183.83,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,967.25,305.21,1267.22,20,595.49,0,0,0,2.22,0,1.43,1.25,0,0,0,0,0
"365","365","THA","2012","WS",14.6385,100.1107,1,"2","0",NA,102,2,0,72.38,23.5,18.8,114.68,"2",3,3,1,"4",15,4.34,"1","0",11.4,5.3,4.8,4.8,75,675,0.67,2.5,6.85,71.29,48.68,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2231.16,0,2582.1,752.19,150,0,0,0,66,0,0,0,0,0,0,0,0
"366","366","THA","2012","WS",14.6414,100.1109,1,"2","0",NA,102,2,0,72.38,23.5,18.8,114.68,"2",3,2,1,"4",1,3.64,"2","0",9.6,6.3,4.5,4.5,75,675,2.54,0,7.15,132.61,183.13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,729.47,0,162.12,844.61,292.12,92.4,0,11.58,1.25,1.43,0,0,0,0,0,0,0
"367","367","THA","2012","WS",14.6317,100.1165,1,"2","0",NA,93,2,0,145.08,70.2,31.2,246.48,"2",3,2,1,"4",0,4.87,"2","0",7.1,5.5,5,5,150,150,2,2.68,3.78,546.74,487.79,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,258.64,0,43.75,1504.5,861.61,301.96,0,3.75,1.67,0,0,2,0,0,0,0,0
"368","368","THA","2012","WS",14.6457,100.1199,1,"2","0",NA,111,2,0,174.84,56.4,0,231.24,"2",2,2,2,"3",10,2.75,"2","0",10.3,5.4,4.1,4.1,450,675,0,0,0,810.19,132.39,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,343.65,142.42,590.62,202.4,124.6,78.17,85.71,0,6.25,0,0,1.43,0,0,0,0,1.43
"369","369","THA","2012","WS",14.6472,100.1233,1,"2","0",NA,90,2,0,407.34,131.4,0,538.74,"2",3,2,1,"4",0,5.8,"1","0",11.1,7.3,4.2,4.2,0,0,0,0,0,121.93,82.59,0,0,0,0,0,4,0,0,0,0,0,0,NA,0,0,980.93,71.43,2164.22,549.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","370","THA","2012","WS",14.6511,100.1266,1,"2","0",NA,123,2,0,232.5,75,0,307.5,"2",3,3,1,"4",0,5.22,"2","0",11.2,7.2,4.8,4.8,75,225,0,0,6.31,187.46,32.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2468.75,0,2486.32,10,107.14,0,0,46.36,3.75,0,6.52,0,0,0,0,0,0
"371","371","THA","2012","WS",14.6314,100.1155,1,"2","0",NA,94,2,0,97.5,50,0,147.5,"2",2,2,1,"4",3,4.07,"0","0",8.1,7.4,5.4,5.4,900,900,1.11,0,1.11,41.79,25.71,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3168.08,0,53.57,522.5,0,0,0,0,0,0,4.11,0,0,0,0,0,0
"372","372","THA","2012","WS",14.6432,100.123,1,"2","0",NA,93,2,0,116.25,56.25,25,197.5,"2",2,2,1,"4",4,4.24,"2","0",11.9,6,4.7,4.7,0,675,0,7.19,0,412.69,91.06,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,1034.69,0,337.92,560.85,49.11,318.15,0,0,3.25,0,0,0,0,0,0,0,0
"373","373","THA","2012","WS",14.6406,100.1284,1,"2","0",NA,127,2,0,146.64,93.6,0,240.24,"2",3,2,1,"3",0,3.26,"2","0",8.7,6.9,4.4,4.4,0,75,0,0,1.67,256.53,37.5,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,0,1410.77,80.31,2730.63,89.63,0,0,136.19,0,2.5,0,0,0,0,0,0,0,0
"374","374","THA","2012","WS",14.6508,100.1264,1,"2","0",NA,100,2,0,96.25,31.25,25,152.5,"2",3,2,1,"3",3,3.57,"2","0",8.3,6.7,4.9,4.9,450,450,0,0,5.15,203.86,258.11,0,0,0,0,7.5,0,0,0,0,0,0,0,NA,0,0,1506.54,18.75,2154.18,302.34,0,130.67,404.46,0,0.91,0,0,0,0,0,0,0,0
"375","375","THA","2012","WS",14.65,100.1269,1,"2","0",NA,100,2,0,96.25,31.25,25,152.5,"2",2,3,1,"3",3,5.53,"2","0",8.4,8.1,5.1,5.1,225,1650,2,0,7,183.92,184.28,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1123.46,206.07,253.37,0,1434.52,350.31,0,0,12.42,0,1.25,3.61,0,0,0,0,0
"376","376","THA","2012","WS",14.6472,100.1235,1,"2","0",NA,97,2,0,143.52,12.48,12.48,168.48,"2",2,1,2,"3",0,4.62,"2","0",13.3,5.4,4.4,4.4,0,0,2.73,0,0.53,67.13,100.65,0,0,0,0,0,10,0,0,0,0,0,0,NA,0,0,2750.71,0,2752.87,274.1,750,16.15,370.71,0,7.4,0,3.67,0,0,0,0,0,0
"377","377","THA","2012","WS",14.6393,100.1129,1,"2","0",NA,93,2,0,265.2,62.4,0,327.6,"2",2,3,1,"4",0,5.53,"0","0",8.1,4.8,4.7,4.7,75,150,0,6.17,3.77,109.75,54.36,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2736.52,9.38,293.62,765.29,0,0,0,0,10.95,0,2.5,0,0,0,0,0,0
